col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
19,48,38,59,62,,59,26,28,28
13,94,79,91,92,79,97,35,28,42
24,2,41,9,48,35,62,35,7,56
85,61,100,,,13,56,,100,85
48,90,72,18,51,63,100,34,,71
7,96,4,97,19,91,45,47,17,
46,41,14,41,83,80,99,65,83,
17,86,76,3,80,94,62,98,54,
73,7,,94,1,,100,49,4,55
4,30,22,54,70,98,95,6,45,
84,83,87,87,36,84,22,92,38,9
63,58,99,,74,33,100,,47,78
84,63,,26,33,51,21,78,48,58
98,91,11,24,98,15,73,78,87,75
,38,49,60,76,62,29,77,61,78
91,78,,3,94,25,17,70,81,10
10,71,100,28,61,,86,37,86,2
78,54,,,65,,,79,52,
52,93,59,8,15,65,13,82,3,
41,23,30,97,30,18,21,97,82,70
65,87,63,3,5,42,67,74,23,33
85,97,39,94,94,,48,20,6,18
24,83,56,51,9,96,74,19,46,38
58,85,19,14,30,30,72,84,89,95
98,23,11,,,65,87,47,4,60
57,99,60,42,,72,,9,36,97
6,83,71,88,68,,,71,95,98
84,41,55,51,18,91,4,84,70,80
80,63,32,33,92,87,87,45,61,16
96,2,97,3,100,,90,25,10,16
,24,,39,41,21,56,31,61,68
25,94,26,42,97,29,,67,10,47
65,92,96,43,100,80,89,99,10,1
,87,23,95,88,53,86,99,92,9
81,19,81,21,,39,15,79,70,
38,45,,45,99,86,84,43,14,43
15,,23,4,,13,23,12,16,13
87,62,81,20,48,21,39,79,9,89
31,74,47,,69,96,30,3,,98
,8,60,63,63,21,36,33,24,77
10,36,40,89,77,86,4,62,46,61
20,71,24,81,15,18,54,73,41,31
40,,55,80,70,73,50,67,97,22
57,11,61,56,63,23,87,34,67,85
,29,99,5,93,63,10,50,61,34
67,38,53,45,40,52,51,24,56,71
,38,44,8,81,49,91,9,92,67
97,8,53,22,12,35,,13,45,26
83,85,49,,50,71,20,24,74,17
76,69,81,21,98,2,,40,64,94
9,18,67,61,95,54,17,98,43,52
85,61,3,,13,67,4,,30,8
,81,35,96,,78,99,71,47,
5,76,60,94,13,6,56,48,44,73
,81,27,39,7,98,10,51,53,86
55,66,41,98,39,,96,,46,78
7,68,32,91,64,42,43,3,99,41
72,49,46,45,31,47,72,32,97,15
,37,,12,56,55,92,81,99,19
85,16,73,73,87,12,39,31,86,
19,56,43,39,60,,70,17,3,10
84,66,72,3,95,53,60,26,41,96
77,100,76,,35,75,,75,49,41
36,84,71,15,84,27,61,75,78,63
22,88,66,61,92,41,69,89,55,39
80,42,63,20,93,4,,,48,38
34,98,5,11,,,27,50,43,65
3,90,26,11,94,31,8,57,7,80
24,52,4,12,77,70,24,,40,10
25,72,6,79,66,59,83,25,43,18
76,62,,3,21,20,5,68,86,17
45,66,87,99,45,67,90,65,34,3
31,99,98,65,84,34,58,74,13,56
25,56,,49,36,46,14,22,93,74
75,80,92,74,96,,41,,96,60
,16,69,91,37,97,28,14,43,5
45,8,,94,12,19,24,35,83,91
9,61,20,,71,92,31,36,87,59
70,99,3,60,83,18,15,10,98,11
27,77,1,11,64,,41,47,2,84
98,89,87,66,1,75,56,68,72,4
16,100,63,56,27,4,65,28,,54
82,20,99,16,77,,27,,78,18
,60,81,25,,90,44,83,41,100
73,26,98,25,86,,88,10,4,50
42,14,15,93,,50,73,1,67,9
9,,90,67,77,71,,1,68,77
48,76,,5,9,,38,90,9,30
87,73,38,39,27,36,19,56,4,70
,25,,54,86,,7,,48,31
15,67,,36,40,66,25,27,18,4
93,,31,37,96,,100,,18,98
54,57,,6,,60,99,76,,21
79,6,,26,75,2,73,99,20,95
,,96,,46,3,46,89,99,76
94,78,100,20,23,95,100,98,21,52
60,10,10,,80,35,74,17,,32
96,30,92,,18,37,29,24,28,11
90,80,,85,31,97,22,,24,20
99,76,16,46,42,69,2,9,100,75
100,24,76,71,47,9,14,90,28,30
18,65,8,,62,88,50,33,27,20
19,5,70,18,,76,74,79,20,19
44,65,7,72,53,64,52,14,55,97
19,69,44,32,28,,93,50,16,62
56,12,17,14,64,79,18,42,2,86
43,1,35,,35,97,83,39,27,18
61,54,54,30,99,75,,40,49,57
99,37,91,46,18,94,85,97,97,18
5,23,41,48,71,,17,8,86,63
94,7,96,32,28,,11,42,39,32
,,43,23,49,64,25,33,98,23
47,81,73,41,83,88,29,56,69,56
74,60,88,91,38,43,25,91,57,96
19,16,,96,89,71,85,9,53,1
94,15,10,89,39,,40,89,78,87
3,100,92,47,28,81,69,36,71,
28,60,74,,,18,100,,41,5
66,11,27,40,60,63,90,44,97,100
66,11,97,83,93,46,54,49,89,63
91,,5,52,24,33,28,53,9,35
70,16,85,25,81,69,95,46,13,89
30,,20,57,20,2,69,,95,36
32,56,36,11,97,93,1,94,78,79
79,86,82,29,100,40,96,70,74,
14,31,,8,73,80,3,13,81,74
87,,71,30,4,54,31,19,36,96
29,22,100,98,44,,78,39,45,32
13,14,46,99,65,21,55,50,27,13
84,88,59,34,8,29,27,,42,
65,,73,95,56,90,58,,83,92
62,24,18,,45,41,4,,68,84
21,,11,67,82,85,45,37,22,95
42,4,42,41,98,70,70,43,55,92
68,1,34,45,23,37,30,68,62,16
98,47,,12,46,49,80,24,,84
19,75,15,65,11,3,76,15,73,81
22,12,47,95,83,77,33,70,41,41
7,50,66,92,91,86,54,,10,45
12,,63,93,34,10,,24,45,3
3,64,79,21,,75,95,66,44,43
24,39,78,57,76,98,66,69,66,11
88,89,34,93,,87,,79,49,52
17,12,7,1,33,28,67,63,8,12
21,44,76,29,41,15,96,1,10,53
95,9,100,57,69,97,,73,7,91
95,99,98,22,25,98,93,48,7,53
94,31,35,26,29,,19,79,65,72
,28,58,49,9,50,37,58,95,
49,70,80,63,23,53,51,74,35,70
52,42,56,34,88,81,12,2,55,65
58,89,16,82,82,2,72,76,87,64
79,19,75,41,75,48,73,81,50,
19,28,4,82,38,49,56,34,38,81
44,53,45,39,44,7,2,92,38,81
99,100,94,7,14,85,86,45,32,36
32,76,94,37,27,28,,5,15,1
54,36,13,99,86,24,,,55,1
11,45,35,62,65,1,60,98,,46
90,,86,31,98,63,99,31,53,15
53,2,13,49,32,4,89,41,86,88
72,26,55,29,13,7,59,91,17,94
22,19,25,85,,5,81,82,1,58
6,,66,,31,1,85,71,23,14
,86,54,95,61,69,68,18,51,11
14,96,39,98,,4,71,23,88,93
49,87,7,28,,97,23,50,17,81
59,54,36,90,40,,19,18,60,29
83,85,14,47,77,95,70,8,49,19
21,58,3,66,48,66,58,35,41,78
39,11,11,39,23,8,40,50,64,4
11,86,22,32,3,75,74,82,95,15
78,76,53,17,81,31,27,15,2,72
12,5,75,48,24,48,5,5,19,1
92,68,19,29,27,18,9,66,12,25
62,22,76,49,12,16,57,63,18,26
,85,7,97,56,60,90,65,18,10
98,83,68,53,9,60,90,91,28,91
52,96,53,36,88,43,37,37,,5
,38,64,38,89,61,93,69,99,90
34,82,86,42,29,9,53,14,77,20
91,86,7,80,18,50,53,32,91,1
39,44,26,15,77,28,61,1,36,50
21,9,,18,36,80,32,10,3,32
37,43,40,,31,48,58,45,12,90
62,73,89,66,60,90,3,20,23,39
9,27,49,58,62,13,14,50,23,
41,74,65,78,,,12,93,95,
68,49,44,85,99,74,33,90,69,65
3,88,96,99,46,75,11,96,,36
93,13,83,17,10,86,80,,22,63
66,82,14,48,16,81,91,,69,41
88,32,60,,13,86,29,33,29,20
73,60,,29,67,20,24,16,100,98
71,,38,42,57,52,,80,15,47
84,38,82,17,52,81,35,55,46,31
79,94,36,77,45,16,,77,72,54
,100,5,44,37,98,85,18,55,36
52,61,14,,,43,59,9,72,
8,99,,30,19,16,67,23,32,
96,72,67,96,92,11,94,77,45,83
19,68,47,54,74,39,86,,64,50
86,88,17,58,15,,86,95,,95
35,84,96,64,49,28,40,34,68,53
2,49,64,83,88,76,69,95,70,85
83,27,11,27,97,40,87,,53,
92,43,30,4,23,42,98,2,49,40
57,,23,32,,90,61,37,,83
19,63,55,18,77,39,24,96,32,34
27,,14,66,81,82,63,,88,61
48,59,15,,6,27,12,,9,34
40,87,99,14,98,12,55,20,71,9
71,96,63,10,41,72,19,77,95,89
64,92,68,83,34,21,30,,99,49
84,2,44,62,10,36,,29,25,88
74,10,89,82,90,7,8,50,,50
68,45,52,89,15,99,29,49,59,78
,98,43,89,50,,74,90,19,30
40,49,8,,82,54,33,88,20,11
6,52,71,,56,74,15,56,,
4,22,39,26,,93,91,92,4,56
100,8,54,95,61,78,80,8,43,31
45,57,4,96,76,7,17,39,35,66
75,66,21,68,22,25,5,75,45,70
3,80,14,31,97,,34,13,,86
79,10,23,18,63,76,99,23,56,17
41,63,85,100,,85,73,23,81,80
33,82,35,86,46,64,3,82,84,
4,24,55,,94,62,,67,9,64
,17,82,62,,26,92,93,,23
80,87,76,57,18,62,14,98,52,89
22,,29,22,27,61,37,90,25,74
56,84,10,53,30,51,27,21,91,88
78,84,58,8,5,39,,36,51,13
67,93,81,70,86,26,80,,70,74
41,1,40,2,35,29,85,66,10,63
100,,92,73,77,69,88,55,76,49
40,87,41,71,,9,5,51,64,44
15,50,99,12,92,,,34,,84
30,53,30,42,41,88,29,12,51,98
,10,83,21,80,91,55,21,83,77
92,25,52,65,12,89,67,92,76,80
28,99,54,70,73,62,31,38,22,40
53,74,45,92,23,84,89,,82,38
68,58,1,17,97,6,25,92,77,21
91,99,28,34,43,21,52,45,95,68
76,8,88,14,9,41,31,88,,84
,96,81,94,72,29,60,57,12,43
18,15,9,11,65,78,97,18,71,69
44,5,77,39,,34,72,88,44,3
96,84,89,99,10,46,10,55,57,70
39,71,55,10,38,53,23,24,45,46
85,2,13,35,30,82,44,65,55,51
3,98,94,12,38,,15,96,,91
39,55,30,44,61,94,93,52,81,93
,88,84,42,33,84,84,100,55,
46,5,1,56,92,42,30,17,72,40
77,10,43,90,42,92,34,61,91,52
94,,70,69,15,62,74,55,20,38
28,81,27,5,31,23,93,,82,64
100,26,37,43,32,26,70,69,30,18
92,91,93,,95,,13,36,36,64
40,91,36,58,7,87,,56,,17
50,93,65,59,48,19,49,90,41,79
84,20,69,8,18,,96,55,52,53
99,15,25,26,45,69,57,96,90,85
96,73,16,5,2,64,49,94,13,98
,74,,85,1,51,24,,89,98
78,41,20,55,5,56,55,31,37,83
,51,73,60,19,69,32,43,12,23
78,13,95,85,35,56,,20,15,23
19,67,37,23,1,56,31,,15,51
93,69,32,5,81,,59,81,88,75
70,75,27,3,19,79,55,18,92,96
74,19,22,60,23,68,,35,81,83
79,40,,,66,10,55,65,5,15
65,34,26,56,86,81,97,66,98,37
23,7,49,61,64,76,75,33,20,
50,52,62,23,36,56,52,93,26,11
20,4,37,41,51,,69,94,55,29
89,97,90,26,86,38,51,87,35,93
,40,84,31,,68,24,29,29,93
83,91,79,34,,46,33,17,11,7
54,2,18,37,26,98,14,3,8,59
32,49,60,9,12,27,15,4,,21
24,,,2,,59,70,65,39,70
53,19,65,36,34,10,10,68,64,57
54,22,53,,56,1,68,99,28,80
26,25,7,78,27,46,64,99,42,62
,94,38,16,4,81,69,16,,87
,62,100,33,,42,15,,64,100
98,61,39,36,87,40,23,21,90,42
41,16,20,68,43,74,42,50,46,
53,51,48,91,80,3,,97,82,91
9,13,84,92,62,97,,60,8,69
53,74,68,82,41,43,54,88,54,45
23,31,84,92,74,72,78,99,72,44
17,35,17,98,13,47,53,,42,84
11,,83,13,,13,18,29,25,
97,29,51,49,22,24,8,,30,59
,85,65,71,57,16,44,37,71,39
83,54,,16,91,52,42,15,91,18
24,,34,49,48,5,74,52,,100
82,96,3,97,50,88,2,88,59,81
93,1,94,78,76,48,69,45,50,17
44,32,10,45,87,23,17,9,75,32
98,88,52,83,,58,47,29,4,11
11,23,56,98,14,82,2,93,22,7
93,59,68,43,28,91,80,18,79,
99,75,29,71,98,68,65,7,,22
85,3,9,77,36,42,62,12,,99
,16,97,80,,68,18,,38,
62,100,40,91,27,67,64,78,17,8
,43,13,63,14,93,45,89,1,
22,91,17,44,85,,7,37,19,61
26,46,91,75,51,32,90,4,60,57
18,3,35,27,32,,18,36,16,96
41,62,98,67,41,34,73,38,87,31
64,44,31,94,16,4,,29,36,9
48,17,73,58,37,66,69,16,1,83
91,98,80,81,73,78,74,49,,15
85,19,64,66,80,75,,33,89,61
62,94,48,,56,45,32,29,38,
42,87,52,24,,48,78,83,54,
9,73,85,68,73,57,33,32,80,
78,22,87,7,75,63,90,29,77,34
90,1,100,38,49,34,11,80,18,22
10,14,4,96,69,95,30,45,78,90
37,86,,65,43,54,92,67,99,58
81,92,83,83,87,,35,,64,94
29,78,76,19,,35,,27,73,12
76,62,45,32,3,49,43,91,35,18
6,85,73,,1,20,58,99,67,96
33,32,18,18,62,61,10,66,15,
71,57,88,50,73,39,46,,96,4
83,61,91,65,13,79,21,89,81,85
90,89,,23,17,73,,62,25,15
20,71,3,30,13,55,17,55,60,24
11,45,30,,43,8,41,,,95
2,70,65,68,52,,,58,83,11
42,4,65,64,24,24,65,1,28,74
44,59,66,62,,34,64,84,15,36
,77,,17,85,,78,2,10,
73,42,35,76,93,34,48,86,69,17
13,91,7,7,42,20,62,89,32,49
23,22,9,55,52,14,17,,55,48
70,14,46,14,85,45,2,31,13,62
41,46,77,24,79,62,63,98,58,46
11,84,63,99,30,,90,58,60,60
85,75,13,,75,32,6,90,83,
8,67,8,23,31,98,,23,97,
3,97,63,79,,95,71,78,,92
22,14,46,83,56,99,30,73,,21
46,72,69,7,50,,47,77,77,47
12,56,62,81,61,50,56,33,23,47
34,75,,74,63,99,26,76,72,30
91,4,18,35,93,12,98,66,20,64
51,84,78,96,81,82,93,12,95,8
74,63,41,66,8,,21,87,64,23
61,68,21,82,3,,64,,53,72
12,60,5,26,,7,11,55,90,95
99,21,72,26,14,15,,68,99,52
35,52,93,12,95,70,44,22,99,57
,71,77,94,83,56,96,,47,25
48,41,99,82,1,,39,46,48,60
24,70,85,,6,95,29,75,20,45
21,66,2,75,76,61,70,,76,46
47,25,23,,45,62,16,76,30,
40,97,69,86,,78,2,96,93,17
58,84,,8,51,8,43,47,67,11
22,52,66,,56,44,3,75,60,18
20,57,68,64,,81,73,45,94,36
92,48,68,57,93,52,43,53,20,4
67,74,9,2,78,18,90,61,81,62
62,11,93,45,82,81,72,21,67,2
42,23,45,41,70,22,73,81,10,64
31,62,33,12,41,39,61,4,62,79
30,,,40,25,93,58,,65,97
45,6,31,7,12,,15,43,76,
,74,1,67,9,88,94,36,83,14
57,31,100,7,,,55,31,85,85
95,,86,22,92,37,72,45,63,7
7,88,20,16,52,,20,36,49,55
,4,12,,36,40,99,58,,10
37,4,,,8,,63,9,14,88
,30,21,55,66,56,67,13,38,50
96,50,50,97,87,72,57,63,26,29
24,78,,92,2,94,96,21,72,87
,79,81,11,7,85,16,100,44,56
56,45,55,97,73,,33,87,,99
87,57,65,45,68,79,,51,61,3
30,86,78,,25,34,81,28,43,
,99,63,61,59,80,62,65,72,2
76,26,5,41,,84,96,49,71,35
15,70,35,51,73,80,31,39,38,
63,76,31,96,52,46,15,28,27,11
76,98,,65,13,48,63,98,67,73
75,10,7,79,6,81,79,81,52,37
81,29,1,28,82,25,,43,43,37
61,8,76,6,7,64,72,45,31,56
13,33,71,73,,64,22,51,35,6
46,34,16,65,40,,10,92,2,94
85,37,100,39,85,21,33,56,21,
10,73,27,100,43,53,50,48,91,82
,52,25,66,79,33,14,18,73,44
61,46,14,73,18,53,41,23,6,
5,7,56,81,71,76,40,92,81,39
,43,39,30,98,60,92,78,46,50
40,58,75,5,91,49,37,82,66,83
43,11,100,44,98,63,40,79,60,69
73,37,41,71,78,11,11,17,30,81
40,71,41,97,78,22,83,53,85,2
39,6,84,96,77,86,,66,15,81
5,52,,75,5,,78,9,69,23
98,53,71,49,19,75,,30,80,31
45,72,2,69,58,56,53,97,56,72
73,8,39,,39,48,50,48,84,46
85,7,17,71,21,27,52,40,62,98
71,,71,99,9,,76,32,78,79
100,30,21,43,92,17,79,83,66,80
88,80,,46,86,63,64,13,47,45
29,91,84,82,,84,10,25,62,27
42,90,,5,,,53,35,65,85
89,,65,49,12,,21,66,64,52
40,1,92,98,94,99,,53,14,47
,6,19,,36,22,87,44,,17
89,12,52,85,33,44,29,15,35,24
46,25,,80,96,82,42,99,96,44
30,96,62,12,9,21,73,16,,
60,78,24,39,95,56,43,74,25,
,10,66,62,19,48,,74,72,61
70,32,92,34,30,52,54,,42,2
77,17,93,50,3,,6,29,31,
59,94,62,69,100,92,23,10,44,88
26,,,74,96,6,97,68,94,
10,23,71,87,78,45,44,67,23,59
,45,9,24,42,76,74,44,14,59
40,99,6,56,2,79,82,36,19,40
7,56,89,,74,66,91,64,,25
89,69,95,63,10,55,64,91,40,15
,69,38,86,64,71,27,3,69,79
26,30,26,70,69,41,97,38,85,
15,66,34,80,90,16,62,60,57,23
66,42,42,28,38,32,47,83,1,20
38,53,30,96,,,100,,92,67
8,,47,43,59,,32,72,81,17
86,5,,84,86,71,30,,,22
17,79,100,34,17,74,21,35,63,76
,60,71,10,,68,86,75,6,4
16,9,50,27,91,57,76,46,59,39
31,14,19,60,45,91,100,14,25,4
78,69,44,49,,78,16,55,66,1
90,65,59,52,33,5,47,21,33,7
61,54,22,35,38,91,55,89,,52
55,75,80,78,41,87,57,71,69,49
72,,34,17,78,84,94,27,2,88
95,23,2,,59,43,36,65,93,26
43,58,43,82,41,,43,34,59,6
24,,2,2,,85,88,92,72,28
14,42,37,12,15,4,100,67,38,76
47,1,47,,64,84,65,15,82,53
20,45,44,84,40,98,43,38,24,87
31,21,75,,94,88,26,65,6,
69,12,36,1,,57,37,39,84,48
2,37,73,38,38,45,20,25,32,3
25,72,48,48,89,63,52,44,89,83
21,40,49,32,10,61,85,,,8
19,85,44,47,81,8,82,65,47,
,,97,50,98,31,13,,,
4,59,86,14,19,35,89,31,81,99
5,34,53,14,,54,70,51,8,52
84,47,67,71,48,70,,90,20,85
65,77,54,20,58,76,23,,85,14
54,26,48,23,25,50,33,71,21,89
96,,69,83,26,82,9,20,10,68
95,58,81,,17,23,37,16,62,74
14,59,,11,28,79,69,25,36,45
83,78,52,49,53,3,70,72,39,91
,45,95,59,85,29,88,6,21,78
32,34,25,68,91,52,95,14,58,51
2,4,23,15,97,8,,66,46,49
81,7,97,31,,62,3,55,83,69
,26,74,32,69,79,34,14,6,
96,,64,72,93,52,25,17,68,24
68,62,,53,99,77,67,,57,27
26,55,85,48,26,,46,,53,44
12,32,91,1,15,29,65,89,18,54
90,,20,23,50,55,34,99,19,91
59,16,35,12,24,27,,25,28,86
83,14,,52,86,44,53,5,41,33
84,66,27,17,33,85,30,97,51,95
53,4,44,35,5,44,34,61,55,40
99,83,66,,,13,80,57,16,
27,33,80,52,25,7,53,81,16,33
15,,69,55,,39,,85,16,13
84,82,25,90,36,48,79,52,56,100
34,43,7,74,,62,17,43,97,14
89,73,67,75,96,41,23,,36,55
93,53,,23,60,21,97,44,76,75
,,58,66,78,48,99,36,83,18
67,62,76,,19,21,3,40,,34
39,77,55,76,,47,20,92,84,67
1,69,89,10,51,38,,,99,87
,49,,36,67,65,42,5,74,65
,90,71,78,7,94,28,66,2,91
,67,3,63,20,97,32,14,26,22
33,,26,33,52,,65,23,99,90
41,79,42,99,,58,87,10,44,31
28,58,41,63,11,51,91,81,85,73
33,60,63,73,30,,18,19,48,77
10,36,28,14,43,14,90,61,47,48
10,46,16,4,71,78,26,21,14,12
4,56,63,47,,34,79,54,51,8
28,21,13,69,57,,57,1,70,23
96,94,,52,39,69,46,66,82,89
22,91,37,59,22,81,70,2,85,45
45,45,56,15,82,16,30,41,16,60
62,7,72,72,82,93,63,49,26,71
4,59,41,25,20,34,43,100,82,34
82,18,76,47,37,94,96,97,,42
25,68,78,99,18,,,4,79,24
90,8,49,46,30,27,61,29,56,78
29,44,7,,37,27,23,58,19,4
47,18,1,96,89,,61,61,83,45
41,78,19,18,70,23,34,25,77,
16,36,29,53,63,17,65,9,48,21
3,45,63,1,35,41,61,94,88,55
,45,69,64,94,2,68,62,,94
69,46,85,53,58,61,42,68,5,33
49,89,,31,19,84,95,56,71,20
10,,37,3,55,8,27,81,85,11
15,18,81,,1,22,24,77,7,36
54,68,,10,73,34,75,73,3,73
73,20,14,1,53,72,92,14,2,10
72,11,8,70,,35,,10,93,72
57,88,,13,23,62,14,,58,90
4,32,58,20,7,43,58,78,23,
26,,2,3,65,17,16,89,64,
15,95,63,53,27,,9,86,75,43
4,13,4,36,24,62,78,50,92,55
85,70,94,,18,19,39,87,27,
35,73,29,14,49,46,3,25,64,73
39,1,90,,88,28,82,63,97,32
38,37,33,83,70,23,9,83,97,10
5,55,35,74,43,92,,46,,51
,95,19,97,31,,60,42,95,
4,98,24,53,88,68,69,93,87,74
56,40,,19,20,8,69,83,81,37
39,4,46,98,48,36,90,57,29,3
1,17,40,84,22,58,58,,49,70
68,60,20,72,66,,75,99,97,66
85,90,10,66,,16,,58,54,8
80,41,79,42,82,12,55,79,77,2
27,89,39,68,34,15,,40,64,36
94,77,3,,94,15,86,38,25,68
28,3,3,98,40,94,51,85,80,20
25,76,94,31,27,91,73,76,90,30
61,25,70,,67,47,10,8,71,57
3,35,13,62,57,12,97,7,34,80
89,74,69,95,55,24,55,63,11,45
61,54,10,,54,92,57,46,95,65
20,28,90,22,65,,4,64,,
,76,65,80,94,90,87,87,,64
14,48,48,43,47,73,3,,47,3
4,,84,,87,40,44,78,,2
65,17,64,24,92,85,25,79,75,58
37,17,74,63,41,38,78,39,86,43
,79,12,55,,47,12,66,67,65
,73,45,94,,89,,26,53,18
36,,39,81,31,11,90,87,68,59
67,76,43,41,70,59,19,15,,5
38,65,11,79,70,17,76,46,1,6
30,10,28,73,55,62,59,53,97,60
16,55,52,,28,94,79,,86,6
93,60,16,53,86,,8,32,39,13
,40,78,8,59,75,71,60,18,
30,42,84,79,11,16,71,24,92,96
,85,1,7,49,34,100,82,29,15
59,62,40,54,12,16,34,57,37,52
49,,65,98,61,98,18,94,4,82
55,2,,61,21,73,56,27,66,24
90,83,41,39,,23,81,85,86,99
71,,56,57,90,18,33,35,84,77
81,,74,96,56,44,30,54,,81
63,48,78,,47,58,83,78,29,74
58,56,37,,71,15,87,6,100,
75,100,93,99,38,67,25,14,99,62
7,84,30,21,83,50,,31,95,
13,14,78,63,,38,22,32,39,3
92,31,94,83,13,39,,99,25,38
62,45,12,38,37,57,12,,4,8
94,77,92,33,96,41,24,16,67,97
82,73,68,93,,54,96,20,50,25
98,37,80,100,31,28,55,75,7,98
55,56,56,77,96,14,63,86,21,42
37,92,71,38,35,17,,,36,96
85,24,23,58,93,27,97,97,25,100
,,61,52,1,30,28,39,70,70
46,6,34,58,10,92,83,85,,99
68,93,65,31,77,92,44,12,40,87
90,43,,54,91,49,3,32,24,
81,26,100,52,21,59,41,30,73,67
92,84,72,,37,63,76,93,98,18
47,35,38,44,52,23,36,83,72,60
3,3,92,7,100,89,65,31,35,48
51,62,74,18,59,62,28,36,98,56
56,18,60,91,18,68,65,1,34,39
16,100,,17,,17,41,42,40,52
72,,88,83,99,39,35,39,64,47
83,57,11,11,96,19,24,47,49,27
13,36,10,33,44,56,66,63,,85
58,4,48,73,84,19,35,22,31,72
59,,97,65,79,30,2,71,33,79
21,71,88,21,,53,26,43,44,36
63,67,65,74,47,,30,27,30,95
,32,39,33,15,22,,46,1,7
26,55,80,41,9,84,93,51,28,54
79,10,49,16,12,62,60,65,12,6
76,87,65,50,35,52,26,49,72,15
18,83,97,62,75,,11,76,,
,28,58,83,41,1,20,25,18,7
73,24,38,94,43,12,31,20,50,7
73,32,29,7,16,77,92,,27,41
22,76,25,86,74,15,62,99,63,24
57,88,92,88,82,40,33,,69,2
3,44,65,69,36,48,88,62,48,1
9,,8,,62,90,74,34,70,59
39,36,31,71,40,36,,5,94,15
49,75,40,68,73,4,46,71,21,81
18,16,,94,6,91,92,93,5,
78,37,5,85,100,72,48,61,64,96
86,87,100,97,84,,28,35,39,43
,37,66,16,62,54,12,70,47,
96,21,36,79,35,,49,68,74,63
83,99,,61,97,57,61,89,81,
74,80,70,14,84,,11,49,82,21
64,62,22,60,63,46,38,25,93,
6,92,94,99,,,8,62,18,67
,28,2,81,73,16,92,88,20,41
72,44,58,12,77,5,52,60,78,31
75,90,42,50,31,62,74,22,49,53
,,57,94,91,9,91,91,70,
81,70,82,16,27,,,21,,71
,1,,43,41,71,1,51,19,
,78,7,19,92,54,1,61,74,83
23,,89,63,3,32,33,42,2,87
16,78,42,89,100,86,92,48,67,62
43,35,8,41,,79,4,22,57,63
,33,68,52,11,18,26,31,91,96
16,96,69,26,46,81,8,65,96,50
18,79,51,64,70,91,80,52,68,18
93,91,63,,99,48,74,64,26,74
52,,20,11,,28,43,53,4,72
45,70,10,87,27,50,65,78,4,78
79,,65,50,27,97,35,14,56,60
67,95,,98,72,42,53,37,80,62
,15,69,88,22,72,,94,25,
45,64,75,79,24,24,41,23,11,59
84,66,3,32,26,78,71,78,77,89
2,49,87,55,13,80,,31,23,41
75,63,19,98,12,17,16,94,79,
22,10,58,85,88,7,,30,59,57
100,41,25,46,26,,97,4,54,
93,92,40,14,,51,45,74,86,18
18,35,,12,77,78,43,85,80,28
83,19,82,92,89,92,52,45,,
7,53,41,100,59,61,,,28,24
36,84,61,40,47,34,,98,20,56
39,51,,,98,10,,36,4,
89,34,,2,53,61,84,98,23,84
86,34,31,17,93,12,,73,63,
6,22,62,37,79,42,43,2,39,
34,71,35,,91,34,28,6,62,17
84,5,56,83,86,1,28,41,97,29
82,85,16,,52,70,72,58,17,20
41,,69,,79,35,71,35,6,46
1,65,48,18,22,,,50,37,90
88,10,46,19,35,,76,43,39,53
,22,38,80,,56,28,2,79,11
66,63,96,62,63,3,70,78,36,25
56,42,94,85,21,45,62,22,54,43
81,18,,12,9,75,35,26,,59
99,39,43,99,69,84,17,,47,
88,75,90,14,15,70,35,94,13,30
30,40,89,42,19,45,45,20,63,6
33,6,41,40,8,88,54,42,68,11
71,4,64,95,39,47,,6,30,27
74,,78,68,71,8,,81,9,71
92,46,32,37,14,61,88,27,81,90
,6,48,5,65,28,59,,89,93
,75,97,72,49,52,3,65,57,13
88,41,20,8,31,80,3,42,70,53
83,10,,65,38,,52,35,75,90
33,97,69,27,74,29,22,55,38,19
77,40,39,80,8,42,17,26,62,85
92,15,78,9,23,54,70,18,10,40
96,76,11,9,56,,2,97,,82
10,32,59,13,82,82,88,46,79,91
99,71,,23,21,69,31,43,98,56
54,41,17,84,22,71,,,20,27
99,64,38,84,3,66,12,8,14,99
91,93,35,61,6,86,,83,,5
82,41,11,13,37,26,36,66,93,53
64,62,29,51,81,25,26,3,64,51
31,76,7,96,,,53,4,90,
35,68,24,2,87,26,16,32,22,92
96,60,92,2,15,23,97,55,34,75
64,20,41,53,34,39,11,48,7,39
36,74,75,63,80,,84,12,33,50
71,62,68,,83,,,50,4,30
57,12,7,16,21,32,11,12,39,25
73,40,3,,22,66,51,20,1,46
1,65,33,91,42,37,79,63,,7
24,28,17,66,95,30,84,54,,69
53,12,32,24,81,11,57,95,21,61
9,45,38,82,74,27,88,37,,15
4,63,22,18,27,48,79,45,8,
95,18,9,88,96,53,14,24,80,
16,15,88,77,,74,25,70,74,52
5,19,5,56,20,85,55,,,92
23,89,97,12,12,34,88,75,92,89
72,10,21,,56,46,23,81,31,46
88,42,66,44,80,41,,76,42,40
14,58,52,83,4,71,26,37,,85
95,38,42,67,34,44,45,,28,82
88,81,,38,50,4,19,42,39,69
64,100,24,5,20,7,75,2,21,78
78,9,39,85,30,77,74,72,6,
14,37,,19,32,30,16,38,53,95
77,,100,25,60,82,20,,9,88
70,45,8,97,4,51,91,36,8,100
33,94,62,84,,32,21,98,90,16
