col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
18,98,59,,100,63,,87,65,57
27,89,94,99,91,97,99,62,55,58
77,77,36,83,70,78,14,66,91,13
49,88,,45,,,80,46,38,
,98,,83,19,85,97,90,35,28
3,16,43,15,43,3,19,64,35,93
63,1,62,4,88,10,67,68,49,57
13,69,36,59,22,82,,48,45,14
5,49,22,63,17,33,63,16,58,74
55,85,79,34,73,99,57,88,27,11
,45,77,17,11,85,48,18,100,77
67,8,67,51,99,96,16,57,40,55
43,69,33,16,58,15,14,93,2,49
49,87,69,44,35,,33,7,27,67
46,71,17,22,15,28,52,75,41,27
93,52,31,100,56,34,49,49,39,
40,59,32,83,89,39,40,74,10,35
21,16,56,58,36,,60,,40,75
10,58,20,59,,3,36,,,86
3,79,36,71,98,,80,,82,6
46,47,16,50,70,40,45,29,49,
64,87,42,58,97,66,8,49,84,45
16,71,51,3,16,90,90,26,87,14
88,70,9,65,9,67,67,37,,91
35,17,62,100,72,84,92,11,7,57
6,38,33,84,41,26,69,29,37,32
5,76,10,95,56,37,63,14,15,4
35,77,24,60,38,17,1,49,91,53
28,76,61,,39,33,100,25,50,61
64,47,61,,43,19,,95,35,35
87,23,2,62,9,79,100,75,80,24
4,2,12,26,83,76,87,96,25,46
,79,13,97,36,33,17,92,15,34
74,73,95,,20,24,22,51,40,22
94,60,,24,9,1,47,36,23,67
34,29,81,31,43,39,27,47,82,23
18,47,9,7,23,12,91,53,60,22
5,,24,68,,58,12,70,,66
52,72,9,43,22,28,5,51,97,92
30,86,51,6,92,50,41,48,40,
50,38,3,65,,65,64,96,10,97
37,26,9,64,96,,12,57,,51
18,54,77,96,59,,28,56,83,70
93,3,64,45,34,59,86,,82,59
60,40,94,97,78,10,81,64,76,59
42,,51,4,88,36,25,26,52,20
,2,85,43,72,57,5,22,68,3
13,64,34,17,82,21,2,24,17,71
31,75,14,59,71,68,93,21,8,8
86,72,60,95,64,80,57,16,11,60
,69,89,71,,19,50,31,24,81
8,91,54,37,53,60,,38,27,28
47,67,14,,47,49,80,69,,95
,2,57,,49,73,54,4,8,81
48,16,,42,31,100,49,32,,17
95,99,87,28,10,,52,73,25,8
30,79,10,51,28,34,54,34,1,11
98,,,51,36,32,30,33,63,8
70,29,33,31,19,94,6,72,3,88
27,46,46,37,21,46,28,46,42,83
41,6,17,24,15,85,85,61,42,73
6,88,,96,28,94,97,45,47,83
54,,,15,12,50,15,67,26,24
,77,89,60,3,90,,1,11,6
,72,,21,80,73,90,64,,100
69,47,38,50,4,59,7,72,47,77
49,,,,55,,14,16,41,80
57,99,1,83,74,39,5,16,37,63
65,7,41,75,4,50,11,9,32,20
19,53,68,66,79,12,84,68,16,84
61,40,68,,8,36,,52,25,39
33,36,7,30,1,49,63,,55,72
87,19,40,11,41,39,84,47,51,
64,52,32,26,67,,29,38,96,88
98,97,,48,34,42,98,19,61,62
10,67,,67,13,,13,52,82,67
70,12,98,92,45,45,68,68,61,80
24,86,13,6,95,95,94,16,26,70
76,,32,6,56,,,7,88,38
85,12,43,99,82,11,58,15,22,41
78,74,83,,39,99,19,13,53,94
29,23,35,60,52,,22,8,31,54
68,15,27,6,52,63,5,59,52,93
93,7,77,,7,14,74,7,60,2
37,,6,38,33,20,10,94,79,44
44,30,60,5,40,14,49,31,24,6
61,,92,59,65,11,6,85,60,61
61,19,45,22,,7,32,58,,32
54,4,93,98,,31,57,33,,
55,100,26,4,92,65,19,17,8,61
20,97,85,51,,34,65,55,31,56
22,30,49,82,46,96,97,67,20,25
67,12,25,80,51,,41,3,35,20
29,13,83,43,10,96,76,79,76,
98,61,15,19,46,,72,1,89,83
20,40,88,99,63,89,8,14,45,79
71,55,31,99,91,43,39,15,66,78
27,,94,72,87,69,7,46,53,19
91,94,79,85,80,92,11,55,4,56
97,72,27,,,21,15,10,10,58
84,42,,1,20,62,66,24,59,22
4,22,8,23,86,62,52,56,29,76
77,2,45,14,55,15,,90,58,4
80,10,75,43,40,89,23,5,44,67
67,93,26,67,49,86,14,29,91,33
5,9,80,35,63,74,89,22,73,82
50,61,24,40,91,20,,9,,95
91,52,66,40,15,18,17,81,20,88
34,3,55,43,28,81,77,6,81,95
17,45,79,39,85,16,10,89,42,76
44,10,28,65,95,69,79,,100,6
,64,35,24,43,54,12,56,15,100
4,43,39,70,79,,62,10,66,46
,84,30,50,6,76,17,72,51,10
37,71,,84,64,16,22,99,94,
53,1,,93,51,30,52,70,78,78
46,,34,15,81,52,85,6,,7
38,24,16,46,94,34,47,95,94,78
49,,36,52,74,47,77,49,53,25
89,,76,81,60,8,40,80,72,30
59,83,65,47,16,43,51,90,8,8
20,99,80,81,36,44,13,4,8,46
72,48,,16,41,50,,60,,93
,45,98,55,52,13,38,,79,35
22,41,3,68,21,,27,21,8,59
9,72,72,91,73,94,5,48,86,34
35,33,69,48,4,54,53,80,94,88
22,41,8,9,25,28,76,4,42,34
94,48,9,9,67,91,55,38,65,37
41,34,84,87,12,32,,74,54,87
95,59,94,15,62,92,85,62,98,41
9,85,74,58,65,72,45,64,68,25
26,57,35,20,29,86,34,43,54,95
51,7,16,19,35,88,2,36,100,34
26,8,28,71,53,42,31,77,71,31
33,55,37,54,84,27,61,11,85,76
,32,71,,96,,83,67,21,28
85,84,18,51,71,3,44,5,71,14
31,59,21,,77,96,84,88,11,55
80,15,66,85,70,52,34,84,75,49
94,33,71,41,72,94,57,91,59,86
90,62,4,91,95,52,70,65,95,23
75,96,89,95,20,45,73,37,82,93
98,47,54,54,39,46,99,36,57,88
87,,87,7,36,37,78,92,87,26
15,,3,58,27,2,79,92,33,5
76,9,13,56,71,29,31,95,100,52
21,86,33,61,82,63,61,49,,42
36,69,,2,74,73,18,87,88,
46,32,78,7,74,29,17,14,,22
93,54,,92,72,60,13,3,45,18
50,35,71,16,27,25,,52,51,64
67,58,21,69,26,75,82,51,8,47
58,54,40,4,87,14,92,80,27,72
35,19,22,89,43,20,,58,76,92
68,89,,80,49,100,26,24,83,12
38,84,,17,72,46,18,23,86,34
2,59,46,46,2,34,,24,5,
84,19,64,76,90,4,5,22,76,32
84,97,55,94,41,85,,21,20,93
78,91,14,45,20,10,90,35,83,70
2,66,92,23,50,,10,96,90,1
98,27,81,84,68,17,57,10,64,100
25,18,68,67,40,63,51,76,75,6
11,96,91,64,45,36,38,55,82,73
37,49,40,6,3,21,47,63,,4
54,86,73,36,78,72,2,,34,60
22,34,73,97,30,10,74,48,,
53,68,47,20,97,66,82,97,98,46
10,56,84,56,44,15,48,19,5,26
,71,9,7,35,69,93,42,61,12
96,48,8,52,50,39,,100,,43
89,11,36,76,,64,5,15,70,93
72,32,13,95,27,18,73,59,,55
6,36,88,39,,22,,8,13,74
69,16,93,32,56,35,,47,97,20
89,94,,86,30,20,79,29,39,48
79,82,,29,64,,40,33,63,20
2,58,,74,100,93,31,75,5,95
52,53,61,96,92,91,89,71,24,14
1,82,,15,30,91,82,49,97,70
,93,3,,22,40,68,13,44,35
7,11,,72,42,96,34,22,46,54
96,64,84,49,59,,90,43,49,86
90,,45,10,6,61,55,10,76,87
91,10,,42,68,,15,31,,97
,35,94,82,67,9,83,69,81,
42,25,82,23,,53,12,67,7,72
3,97,25,92,45,4,,79,9,59
,8,86,26,38,17,3,24,15,98
95,20,36,16,12,32,86,80,43,29
66,31,7,10,77,76,99,31,68,60
68,90,38,62,78,6,74,34,10,16
40,85,46,62,75,10,40,48,1,44
97,42,25,35,32,87,87,30,52,94
67,94,31,8,,1,18,95,26,25
,56,50,67,30,68,43,98,27,85
91,44,,36,10,51,95,55,,86
18,5,67,27,,72,70,,15,79
86,61,99,51,97,29,92,83,100,91
96,84,65,39,,74,27,41,84,57
76,67,95,85,84,69,70,48,3,80
94,81,8,97,40,95,56,30,89,23
17,85,99,16,82,1,56,6,43,
12,51,7,,88,31,5,85,72,78
,47,26,43,,86,91,28,93,46
3,69,7,100,60,14,80,11,7,32
90,47,87,26,84,40,14,89,70,94
8,7,92,98,45,31,52,92,69,37
40,84,52,25,25,63,70,20,5,49
68,20,45,11,24,77,41,29,19,93
,,96,50,,33,82,90,46,94
26,10,55,94,45,14,2,83,46,49
21,2,35,1,6,45,76,64,31,70
,66,17,33,87,48,100,,3,53
12,20,57,34,84,12,83,,20,31
39,46,30,82,3,6,96,2,,42
8,22,88,47,68,83,82,34,81,25
21,8,75,93,37,98,3,19,57,43
36,83,92,32,42,18,76,8,5,69
70,73,3,58,66,65,95,21,52,88
79,90,70,66,51,46,,83,42,43
31,50,55,20,5,45,75,75,54,100
96,92,64,33,62,,17,61,,32
,70,56,81,22,26,,85,,32
6,16,17,74,30,7,,85,38,
58,12,70,51,67,24,74,1,84,7
55,87,10,84,95,78,81,56,74,
5,,20,63,81,,50,60,5,37
48,42,,66,3,80,7,,90,91
44,41,74,83,70,91,91,33,40,34
89,13,,4,61,100,19,62,38,58
41,,35,19,74,76,72,88,27,57
82,28,,51,33,72,62,31,30,14
38,74,29,10,40,52,15,82,24,28
87,88,22,,47,85,58,72,14,92
90,59,20,70,,58,81,35,78,35
27,99,97,96,82,5,70,,34,57
39,70,22,100,40,61,1,44,66,53
10,,67,24,7,79,43,83,19,54
7,18,3,7,34,18,16,54,88,36
34,32,,80,23,77,59,38,37,83
2,91,,87,,54,89,48,55,52
30,67,93,86,63,71,,44,14,33
11,60,77,37,23,24,98,18,82,51
27,51,72,13,2,95,38,67,,55
74,26,31,80,38,53,16,84,95,
52,6,68,,36,47,5,17,91,49
,74,73,,80,10,22,43,,11
97,39,90,79,81,20,50,87,19,36
,18,35,,89,33,94,83,53,27
1,87,39,19,91,63,32,14,63,92
16,72,79,96,20,97,87,22,12,1
18,80,69,62,28,90,91,80,93,
78,79,37,99,77,,,83,60,9
30,30,86,51,49,28,58,67,71,58
95,25,27,7,49,59,8,48,81,18
18,,1,92,51,44,61,33,57,63
83,36,45,56,12,25,58,38,69,28
13,13,53,72,3,34,53,51,78,54
29,78,29,58,70,70,91,56,,34
21,92,13,56,78,27,77,40,71,53
42,70,39,,54,97,95,25,78,
9,53,75,5,55,,96,28,7,57
7,9,31,32,4,79,,,94,72
,46,71,43,3,62,78,27,1,39
58,,56,47,86,17,40,16,91,53
63,20,,68,56,27,20,94,69,19
87,66,98,17,87,29,58,51,74,70
76,89,62,33,46,48,57,11,74,35
90,3,65,59,50,22,49,96,,59
17,40,81,13,95,90,86,,47,
40,14,52,,15,,77,97,55,26
92,60,,89,18,26,45,5,18,47
58,,13,45,42,18,10,23,13,12
36,61,24,60,28,,27,43,,33
91,84,5,63,19,52,84,50,12,
4,,,,5,48,,,68,
66,50,70,100,5,14,,48,16,33
60,94,12,42,60,37,,67,74,5
,52,4,39,9,11,46,36,92,32
96,13,49,96,84,67,51,97,14,75
5,46,94,82,,87,47,41,100,76
85,37,80,,54,59,5,71,23,9
59,27,27,25,15,59,58,92,56,
10,54,27,18,16,,30,50,26,90
29,19,96,10,50,20,7,91,71,31
90,7,64,9,65,55,,32,72,95
84,,15,74,22,24,45,48,89,97
92,89,18,55,29,47,59,17,3,22
23,46,17,21,85,50,59,58,30,22
36,74,,76,27,45,23,53,62,77
43,6,4,6,93,83,37,82,27,37
66,28,14,89,31,65,32,63,40,54
98,69,26,18,67,49,1,87,18,28
84,27,,8,40,24,49,63,,76
53,68,14,7,31,11,86,48,26,79
11,96,60,42,24,,13,13,9,54
20,42,27,17,25,86,95,54,5,57
95,,,63,30,100,64,5,83,92
,16,43,,4,34,55,40,17,9
87,,50,20,55,31,93,90,37,
,4,35,47,54,90,,57,,17
78,71,53,83,,73,69,25,75,92
56,11,90,79,55,13,59,5,47,52
71,90,97,53,62,95,13,47,60,23
92,32,78,84,,13,34,26,97,8
51,61,68,,18,57,45,75,40,36
,75,33,84,34,11,48,50,78,75
69,86,75,98,14,92,28,31,85,58
45,50,90,87,,84,23,38,,9
,78,53,24,48,70,7,2,79,56
53,93,34,97,38,47,71,49,22,51
1,15,,13,50,18,42,6,49,61
75,54,36,36,12,49,93,32,40,64
95,16,73,60,49,,30,79,62,94
52,69,28,81,6,15,,18,93,63
5,48,53,48,11,88,16,,43,53
,97,29,60,20,53,69,52,61,44
87,19,29,50,100,46,84,31,45,41
97,,58,69,20,8,23,75,38,43
81,93,,95,14,67,,48,50,31
99,22,75,30,53,60,71,53,42,54
43,5,,69,94,86,64,41,,30
2,45,47,88,99,,15,87,70,39
59,,,50,94,,33,,31,51
59,91,39,62,38,88,69,43,94,73
95,70,16,71,,77,49,56,94,84
33,56,9,10,94,11,98,76,,88
1,27,76,51,20,92,23,13,,17
10,12,17,35,28,91,54,15,71,71
89,99,61,37,42,80,87,51,25,26
92,98,20,75,95,82,40,26,82,59
53,30,66,41,99,44,,58,68,92
47,35,37,41,,19,73,24,99,71
53,64,45,,12,62,9,98,76,98
15,89,84,56,100,55,92,77,20,24
23,39,5,6,23,,67,97,39,50
68,23,29,47,32,35,36,23,60,24
53,28,37,62,14,,44,83,36,19
74,11,80,98,74,51,40,75,19,52
,32,6,91,48,91,83,8,94,99
,72,43,27,33,92,80,22,,66
40,82,89,6,88,,50,40,25,47
81,30,15,42,57,48,51,94,62,95
27,44,76,66,20,8,9,49,15,25
63,3,3,9,,96,48,87,98,
80,81,78,16,83,87,2,80,66,28
21,18,46,70,94,81,,49,78,86
77,8,61,3,98,57,11,60,2,
,64,21,75,3,84,35,26,23,81
26,72,85,,86,60,86,26,96,69
53,52,25,6,24,45,100,46,8,84
56,62,13,91,,25,82,36,84,56
90,23,82,99,13,81,3,53,91,
45,18,85,63,39,73,,60,9,40
3,64,56,2,62,14,87,46,21,22
51,20,94,22,73,37,91,71,82,30
76,49,3,80,,,82,14,84,25
97,,15,25,73,39,29,33,64,25
49,15,94,,,63,96,97,12,88
30,33,80,45,58,61,83,5,100,40
90,61,,15,30,93,,28,24,40
55,38,,36,14,56,94,7,28,70
78,7,,79,49,16,80,72,,84
75,56,29,71,19,,,39,83,47
5,37,90,30,3,35,53,32,,99
7,3,41,19,30,15,5,6,85,64
4,43,,5,53,98,56,7,25,92
,78,60,94,86,,74,15,,16
21,44,23,98,,,54,89,44,70
27,53,82,42,57,85,98,68,50,62
84,60,10,15,78,73,3,55,31,87
36,76,33,14,68,56,24,90,60,31
12,2,23,27,75,16,59,52,33,40
70,,28,38,21,2,41,89,55,8
,77,19,34,20,56,78,56,76,
28,13,,73,78,25,5,31,68,63
33,61,11,34,66,25,79,15,29,40
19,,36,12,34,82,85,29,1,84
7,,31,19,19,42,41,58,12,39
88,,8,96,33,84,,9,5,8
94,25,57,68,83,24,,60,72,97
63,98,86,16,4,77,,77,30,56
12,10,75,78,57,26,,36,67,91
41,91,45,77,25,,80,87,16,92
69,37,,53,,37,97,81,34,76
100,21,83,57,41,76,,25,,59
65,43,78,33,82,12,,23,75,75
85,71,76,6,10,69,28,84,13,72
2,36,45,51,24,81,13,3,29,58
31,84,59,89,87,26,82,,91,5
89,58,45,,40,45,11,,73,49
15,,55,90,87,82,,38,79,97
,44,51,66,74,60,51,63,,64
66,,92,31,,21,,57,76,
62,73,85,54,14,39,3,28,99,95
95,18,2,64,37,60,93,50,36,17
95,62,58,58,17,13,5,14,87,
70,87,66,2,82,,34,62,19,15
6,35,62,61,26,74,,72,91,31
42,63,89,65,28,89,,97,82,52
44,76,87,11,88,28,16,78,67,69
91,63,5,92,60,,3,28,53,17
24,88,31,62,54,83,61,94,32,31
21,8,100,60,24,18,68,100,38,74
3,,34,2,64,,84,27,70,12
76,4,73,89,79,19,41,40,26,
42,56,5,19,1,93,,5,41,32
77,17,26,89,,65,37,94,32,34
82,36,99,53,,94,3,1,97,39
67,61,65,84,30,4,93,38,87,64
51,84,29,80,3,96,86,61,66,4
92,93,58,59,50,,38,39,33,44
59,33,2,,44,64,52,9,60,57
98,88,23,65,92,42,10,36,44,30
62,1,,98,40,30,64,25,86,44
44,62,56,99,8,15,30,79,99,
44,23,40,95,89,57,19,51,46,
33,41,83,11,27,83,78,29,50,87
2,91,83,80,46,90,,,50,65
26,16,19,62,82,41,85,95,71,42
29,80,63,24,29,28,95,60,25,69
47,95,73,25,21,79,93,35,67,100
48,35,66,12,31,45,97,19,93,8
74,33,81,5,51,62,19,74,51,85
,59,36,73,76,68,43,78,68,89
56,73,65,,42,78,4,22,72,38
,30,,98,27,54,95,,39,
60,33,1,73,57,41,51,44,88,78
46,91,36,60,70,16,72,46,,65
94,76,,66,69,53,43,50,64,69
,27,3,95,56,89,90,94,63,96
,14,22,35,77,50,33,6,47,27
95,62,98,,64,10,98,7,,16
99,11,14,27,40,41,56,6,,36
36,40,18,77,9,15,,15,4,38
90,97,92,46,14,65,70,58,80,98
34,2,,84,80,89,56,,51,24
61,87,60,30,79,38,57,,84,4
34,88,13,35,99,56,89,,16,16
96,63,,4,7,95,62,84,16,28
97,41,32,3,75,74,26,21,,86
,9,34,71,66,,,43,40,31
32,11,56,59,21,26,43,82,2,63
31,7,89,13,47,97,,10,68,56
51,10,27,52,31,90,21,33,18,21
53,53,18,71,,51,22,49,57,52
13,,50,,59,23,35,37,26,59
39,57,92,63,23,33,5,51,2,77
28,,22,96,15,55,21,43,65,53
,54,54,33,33,49,15,21,74,85
2,96,6,,14,88,87,75,,65
,96,59,31,56,93,3,72,7,4
34,,67,60,16,24,84,27,80,28
37,17,52,53,18,37,22,12,71,33
14,15,12,55,,,62,32,61,2
13,17,88,87,4,96,65,,30,46
28,45,83,48,,76,33,7,10,36
14,29,78,35,55,13,41,,96,50
57,58,1,33,59,58,51,13,10,60
7,14,19,14,70,98,,75,18,84
42,9,96,77,24,84,91,,65,79
66,44,,46,72,3,85,1,32,51
86,13,98,50,8,94,62,18,82,30
49,29,35,,78,27,46,81,19,
23,11,56,8,68,48,96,97,25,15
52,16,95,94,66,2,39,6,8,59
77,67,82,47,46,27,29,47,16,83
46,27,31,66,7,20,91,45,85,56
40,45,,91,35,24,7,,68,73
92,92,53,94,10,52,76,6,8,97
76,27,48,59,96,85,41,26,39,
5,100,89,49,1,8,9,47,74,34
43,45,13,80,89,,61,3,61,99
41,29,12,48,20,49,68,89,67,57
8,,51,38,77,,97,83,41,81
20,36,20,26,12,12,59,76,41,61
73,17,40,13,94,,92,82,26,56
43,83,33,,,100,91,61,,26
84,8,41,75,98,41,58,79,55,69
,86,15,34,46,28,46,32,82,43
98,28,98,81,67,98,92,61,53,9
59,84,85,57,86,98,94,43,97,66
6,58,,9,46,72,96,45,93,83
70,68,10,13,5,67,33,88,26,87
1,84,38,50,60,86,18,52,18,1
39,,68,23,45,31,68,96,,34
65,39,76,44,52,21,55,,55,26
74,9,73,22,99,,75,41,78,53
,87,18,19,18,84,60,53,100,6
28,,26,98,12,17,13,47,70,5
16,71,56,4,,29,69,92,,2
78,44,37,65,46,,72,12,69,61
34,53,70,88,70,75,45,17,36,
79,75,6,85,11,23,92,,44,14
74,43,,13,11,74,19,25,,35
86,98,36,14,20,96,60,59,85,
86,68,16,83,63,38,85,2,65,67
36,16,35,31,34,31,1,,23,51
5,19,96,40,85,45,96,13,84,35
37,79,96,88,24,77,12,91,6,72
44,86,22,,84,17,41,16,88,38
71,74,18,19,96,15,26,89,98,97
100,60,17,51,72,17,37,5,35,
90,16,11,49,60,24,34,33,,
41,85,24,1,28,81,52,7,93,56
80,48,55,1,58,2,73,54,97,25
72,37,35,49,75,,61,57,38,36
100,95,2,79,,96,,9,88,95
35,28,60,85,32,,,62,18,
46,,22,90,89,88,14,58,50,2
87,,100,,79,28,32,19,63,11
8,70,72,70,84,57,30,10,77,27
46,,9,40,27,42,41,27,75,27
10,52,5,86,,53,55,31,87,23
,32,8,54,74,30,16,71,60,96
76,64,64,79,11,96,43,94,87,89
,95,14,50,4,37,71,3,4,77
52,27,6,41,84,,25,74,68,12
42,37,31,14,,79,35,65,64,87
60,70,10,22,59,62,88,84,83,49
85,19,25,33,,,73,,33,44
69,24,26,7,7,10,10,62,72,71
61,39,37,13,71,48,86,92,8,12
83,8,18,20,10,63,99,16,51,37
82,50,46,68,71,16,71,15,65,22
14,7,65,82,18,77,73,89,52,17
86,73,82,82,,16,54,,19,77
92,37,78,16,59,,12,66,38,56
,,69,28,74,39,89,91,,6
72,74,,92,51,84,69,73,,80
11,66,98,84,35,76,57,61,90,51
30,25,38,,,41,92,55,54,55
84,43,74,82,35,70,,70,41,30
24,51,43,48,59,94,62,62,91,93
38,59,96,30,87,78,52,18,45,36
25,20,35,63,57,61,,40,49,57
37,84,37,67,37,11,63,,74,63
50,47,41,68,69,53,72,86,38,47
74,20,81,73,,15,26,9,73,8
84,54,,22,86,63,6,,96,69
88,52,33,85,37,83,78,1,42,
2,59,82,73,57,25,94,89,3,53
52,8,86,1,92,,45,26,20,44
10,68,5,6,95,92,63,72,,46
68,17,80,61,14,5,,38,9,62
21,28,74,9,43,45,72,1,12,41
37,67,68,57,43,80,26,12,98,37
57,,89,,28,100,11,42,72,25
54,23,9,1,98,58,75,32,53,15
3,39,32,86,60,53,,,87,94
64,,41,64,58,72,49,61,40,94
83,52,67,75,,7,67,99,36,8
78,91,81,91,,14,27,17,86,12
73,48,,60,47,96,8,83,19,19
82,75,96,4,9,2,78,91,28,69
62,64,70,24,85,77,54,30,77,34
12,45,21,30,52,71,,83,22,58
80,77,72,75,44,51,24,77,38,
32,24,15,10,,70,15,23,44,24
60,58,50,49,64,1,96,,73,15
88,56,51,80,57,57,97,42,57,62
36,55,52,93,39,90,72,55,14,69
50,48,81,99,55,,78,58,12,42
66,2,32,82,37,31,82,44,10,55
23,87,5,17,24,21,29,47,31,64
6,78,92,24,5,87,29,,61,
51,97,45,15,11,,4,,51,24
100,78,,26,60,90,96,52,,69
54,18,88,69,34,55,89,34,69,62
32,38,76,81,90,59,19,46,87,
,,48,3,23,,44,67,100,73
6,30,7,29,,72,,44,31,93
63,90,23,42,60,81,94,91,52,78
3,,60,93,93,54,24,64,77,16
50,29,22,71,50,34,50,82,66,34
9,82,1,50,22,51,20,7,61,91
,80,1,8,100,43,11,7,9,
35,,61,38,25,88,55,,42,2
51,68,72,,8,57,61,57,32,88
46,7,2,29,54,21,59,80,88,39
83,84,46,,1,11,,89,79,41
38,58,84,90,21,76,77,,50,38
,75,56,71,8,62,37,14,53,4
87,100,51,6,4,97,25,63,30,37
,9,36,85,59,37,55,33,82,40
92,63,69,,35,75,2,20,4,50
83,63,84,70,19,93,18,29,61,48
77,76,64,63,1,21,1,,90,68
46,65,94,84,3,60,77,51,68,21
5,26,79,17,51,63,72,41,56,9
,97,73,89,16,44,27,15,62,94
17,,88,60,77,88,57,67,86,63
,82,90,75,17,99,36,71,17,72
8,86,92,35,1,70,13,38,92,70
86,7,83,34,55,3,3,9,94,47
36,,2,8,100,96,83,64,34,6
50,72,27,44,70,57,62,66,91,7
7,2,74,53,77,50,94,92,2,35
15,51,,86,82,63,77,11,46,52
37,97,15,53,93,83,57,68,62,
18,76,39,12,,36,90,13,66,7
,82,,98,10,94,71,56,82,76
30,59,42,81,95,22,94,79,48,53
74,55,72,24,40,65,5,81,85,66
41,90,87,80,30,94,34,11,37,67
26,46,82,,50,66,39,24,,56
61,49,70,16,82,32,6,12,81,83
30,100,32,34,95,55,25,,40,6
,75,13,11,90,,40,,74,21
24,6,,43,77,16,89,26,29,23
37,60,75,72,99,10,12,62,11,
91,41,42,27,20,100,96,84,63,53
17,51,19,23,88,81,7,,,55
10,43,81,11,30,87,12,53,,20
65,17,70,,20,,7,25,31,60
39,67,100,27,92,,19,75,21,43
32,41,21,82,19,89,67,61,59,13
66,16,81,17,35,33,37,77,90,56
,58,5,42,50,91,11,50,87,13
,67,29,76,86,42,80,98,76,89
47,42,70,38,63,43,58,21,31,19
70,75,24,42,35,59,43,47,78,94
53,61,81,87,11,55,57,41,13,9
49,2,81,47,43,,45,89,41,65
3,38,67,51,94,45,86,69,29,60
54,,46,17,,18,7,,44,24
26,,49,29,17,50,40,,94,35
72,44,2,37,92,52,37,70,60,73
26,46,89,99,29,80,8,22,3,76
83,13,78,58,10,29,93,51,,77
76,79,,16,32,35,53,64,21,22
66,49,,56,87,22,,67,40,41
15,64,49,39,75,78,18,39,72,60
74,86,67,95,79,20,22,41,25,8
36,,27,14,45,44,1,96,74,83
77,13,67,30,31,,71,72,50,17
39,10,23,81,34,94,81,,99,20
63,13,,71,72,62,2,24,39,81
4,32,41,,48,,10,55,68,29
1,95,2,19,79,83,,2,91,
10,,22,62,4,22,53,18,79,59
89,83,88,23,16,45,68,79,,58
7,41,35,18,53,32,69,20,50,7
73,93,67,90,35,47,69,11,2,29
40,56,67,,81,90,7,2,37,19
83,92,60,26,35,47,37,7,17,92
,47,39,3,47,3,36,29,24,35
56,42,23,95,34,28,67,100,10,21
83,73,66,49,38,42,50,93,40,49
17,79,49,11,97,82,73,,47,
14,58,7,61,91,,6,3,89,43
93,71,25,,53,82,,54,96,39
43,44,90,,76,71,67,6,,
65,41,80,22,51,72,36,,17,45
5,66,77,88,24,73,57,100,97,53
69,68,75,63,84,82,97,5,47,33
82,44,18,22,3,72,20,,97,93
31,92,4,76,70,,100,43,56,
87,37,49,23,35,55,90,20,41,53
98,70,23,2,68,1,81,52,78,36
69,,23,51,18,48,37,,33,
79,45,49,93,,27,87,32,,51
17,,73,,26,33,94,72,48,5
2,30,,6,55,63,55,82,94,1
92,22,26,45,43,90,53,72,51,
11,18,42,62,95,98,89,86,4,12
34,48,54,38,44,44,66,20,87,26
88,80,11,35,79,22,4,77,60,
8,51,8,36,59,29,61,16,90,62
89,16,16,65,79,46,61,39,70,57
3,45,,33,11,69,31,8,24,
34,63,11,56,,28,52,69,14,
,,36,45,24,96,,,,36
,99,75,13,,17,100,24,3,
40,67,61,6,57,85,44,90,,6
17,51,17,18,26,65,5,58,17,30
25,99,6,21,100,26,22,57,11,44
59,42,72,13,64,67,78,91,55,46
76,43,63,43,,50,90,29,40,41
30,48,75,73,75,68,,62,54,98
29,11,87,11,99,73,7,11,11,81
38,58,96,25,17,96,67,76,91,73
50,89,48,36,34,16,100,67,44,43
97,72,73,37,63,68,83,62,52,29
66,55,11,40,44,53,25,37,14,13
82,72,62,89,30,,,,49,97
,61,83,,97,19,71,58,21,79
3,,95,,69,99,57,13,10,32
44,42,24,80,83,29,80,61,17,23
81,67,77,88,64,86,50,,86,4
24,26,26,99,79,89,1,98,54,22
84,40,55,76,60,77,,,69,6
68,82,50,97,94,88,99,27,60,97
36,86,2,80,68,13,4,37,,5
100,100,40,30,85,71,87,89,76,42
,9,83,58,62,6,19,78,84,
55,11,64,37,,42,66,93,32,11
67,51,4,97,50,7,97,35,5,54
66,42,37,65,17,64,78,83,60,92
94,72,29,73,9,51,84,72,10,80
49,27,58,68,49,90,83,,22,28
51,,27,43,98,81,88,57,,5
14,57,67,2,87,85,40,13,61,71
35,89,15,1,56,28,,56,80,80
93,97,83,69,26,58,59,77,25,40
49,21,64,54,93,,50,,55,
21,89,79,15,15,36,23,34,,58
47,41,75,33,93,48,,60,50,52
38,29,81,72,52,60,26,89,44,24
28,,57,72,98,,37,31,2,37
44,30,94,62,49,96,8,16,,2
38,41,97,97,,68,,,56,37
79,,35,61,46,65,87,,92,10
79,38,5,98,1,6,91,65,41,49
6,52,,39,45,80,20,49,38,24
45,26,73,15,73,86,63,61,83,
56,91,35,54,79,71,54,,,92
83,34,97,94,42,55,62,57,12,48
86,15,54,25,15,,52,,2,100
84,19,47,75,86,18,4,3,,75
76,35,82,26,90,60,20,62,35,38
,78,,,77,53,72,60,38,34
39,93,97,17,88,96,75,7,29,
31,82,28,96,27,,69,62,83,38
,45,99,68,68,29,59,19,93,7
76,81,82,,12,72,97,38,78,61
28,46,79,16,23,15,,54,12,63
97,16,,80,10,29,65,40,60,3
